"Molecule.ChEMBL.ID","Smiles","Standard.Value"
"CHEMBL3764197","COc1cc(OC)c2c(=O)cc(N3CCN(Cc4cccc([N+](=O)[O-])c4)CC3)oc2c1",38.2
"CHEMBL4203623","COc1ccc(-n2nnc(-c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3)n2)cc1",39.8
"CHEMBL442464","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3[N+](=O)[O-])cc1)CC2",40
"CHEMBL409480","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccnc3)cc1)CC2",44.6684
"CHEMBL258456","O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccccc1[N+](=O)[O-]",45.7
"CHEMBL474757","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccc(N)cc3)cc1)CC2",46.4
"CHEMBL260896","COc1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC",47.863
"CHEMBL553","C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1",50
"CHEMBL472818","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccccc3N)cc1)CC2",58.4
"CHEMBL4072629","O=C(O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1",60
"CHEMBL160","C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C",63.0957
"CHEMBL258574","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3[N+](=O)[O-])cc1)CC2",64.5654
"CHEMBL4086143","O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1",65.4
"CHEMBL3764781","COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(F)c(F)c4)CC3)oc2c1",66.6
"CHEMBL1229211","C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21",67
"CHEMBL472819","Nc1ccccc1NC(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1",74.1
"CHEMBL410897","Nc1ccc(C(=O)Nc2ccc(CCN3CCc4ccccc4C3)cc2)cc1",77.6247
"CHEMBL3764296","COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1",87.8
"CHEMBL261632","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(N)cc3)cc1)CC2",98.2
"CHEMBL3763752","COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(C#N)cc4)CC3)oc2c1",99.7
"CHEMBL258610","COc1cccc(CCc2ccccc2OCc2cccc(OC)c2OC)c1",120
"CHEMBL103","CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C",125.8925
"CHEMBL272836","COc1cccc(CCc2ccccc2OCc2ccc(OC)c(OC)c2)c1",150
"CHEMBL472","COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1",150
"CHEMBL6966","COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC",524.8075
"CHEMBL23","COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1",851.138
